@relation targetAtiva-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1-weka.filters.unsupervised.attribute.Remove-R1-4

@attribute CCLA_MED numeric
@attribute Cda_MED numeric
@attribute CE_MED numeric
@attribute CHINa_MED numeric
@attribute CLCA_MED numeric
@attribute COMBa_MED numeric
@attribute COMBAa_MED numeric
@attribute CT_CP_MED numeric
@attribute Daa_MED numeric
@attribute Dca_MED numeric
@attribute Dma_MED numeric
@attribute ENDIV_MED numeric
@attribute FUTLa_MED numeric
@attribute GAFa_MED numeric
@attribute GAOa_MED numeric
@attribute GATa_MED numeric
@attribute GIROAa_MED numeric
@attribute GLCAa_MED numeric
@attribute ILNCG_MED numeric
@attribute IMOB_RECa_MED numeric
@attribute INTWOa_MED numeric
@attribute LAA_MED numeric
@attribute LC_MED numeric
@attribute LG_MED numeric
@attribute NCGA_MED numeric
@attribute NCGRa_MED numeric
@attribute NITAa_MED numeric
@attribute OENEG_MED numeric
@attribute PLCT_MED numeric
@attribute PMCRa_MED numeric
@attribute PMPEa_MED numeric
@attribute Raa_MED numeric
@attribute RPLa_MED numeric
@attribute SIZE_MED numeric
@attribute TA_MED numeric
@attribute TLTA_MED numeric
@attribute Tra_MED numeric
@attribute VAR_LL_T_1ANOa_MED numeric
@attribute VAR_REC_T_1ANOa_MED numeric
@attribute WCTA_MED numeric
@attribute DIF_EM_MED numeric
@attribute Target {0,1}

@data
0.106316,0.087843,1,1,0.81932,0.96574,0.962403,6.466609,0.096984,0.002139,0.861764,0.86607,0.09511,0.163706,-10.586753,0.093791,10.661949,0.067455,1.2902,0.004149,0,-1.043519,1.220524,1.116507,-0.387537,-0.043528,0.045692,0,0.154641,4.656261,13.124931,0.776533,0.157141,4.001189,0.474401,0.86607,0.051748,-11.530799,0.180812,0.106316,1,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0
0.37693,0.085916,0.940073,1,0.499635,0.93282,0.850244,0.791437,0.145766,0.011949,0.777134,0.441789,0.359908,0.971863,0.952033,0.739719,1.351865,0.174209,2.931488,0.129228,0,0.385997,2.001462,1.846171,-0.212535,-0.124697,0.157054,0,1.263525,27.393437,25.124663,0.246059,0.325444,4.441271,0.603902,0.441789,0.319403,0.600114,0.170086,0.37693,1,0
0.893525,0,1,-1.436864,0.099435,?,?,0.109457,?,?,?,0.098658,-11.233054,2.702106,?,?,?,-1.108232,42.095891,?,0,0.707351,10.056783,10.056783,0.020733,?,-1.159045,0,9.136014,?,?,-0.475892,-1.28591,2.920669,0.872792,0.098658,?,?,?,0.893525,1,0
0.341345,0.88758,0.57671,1,0.463354,0.958542,0.937678,0.851033,0.316077,0.007222,0.62354,0.459761,0.292633,0.276596,-4.421219,0.593133,1.685963,0.153431,4.976427,0.144195,0,0.538562,2.158179,1.438368,-0.063564,-0.032691,0.076741,0,1.175043,24.487499,60.641857,0.583253,0.155688,3.969983,0.397746,0.459761,0.21136,-0.799233,0.183344,0.341345,1,0
0.975678,0,1,-1,0.024322,2.047111,0.001849,0.02513,2.047111,0,0,0.024322,0,1.549094,?,44.997151,0.022224,0,14.372471,0,0,0,26.312931,26.312931,-0.019002,-14.09539,0,0,25.312931,0,?,0,0,2.079685,0.99468,0.024322,34.28015,?,?,0.975678,1,0
-0.136366,0.01403,1,1.209121,1.680444,?,-215.030036,0.568141,?,?,?,0.355308,0.037645,-0.014473,?,?,?,0.010761,-0.353311,?,0,0.20771,0.595455,0.614632,-0.112211,?,-0.010891,0,1.918709,?,?,0.794389,-0.018362,2.759442,0.0316,0.355308,?,-1.264808,?,-0.136366,1,0
0.323993,0.310908,0.650682,1,0.415827,0.982025,0.972661,0.595864,0.238516,0.020573,0.734715,0.37338,0.069987,0.063017,-18.43492,0.525409,1.903278,0.024852,1.653459,0.126351,0,0.476784,2.404849,1.929095,0.101257,0.049817,0,0,1.678234,21.384051,44.945359,0.359776,0,3.741862,0.203512,0.37338,0.106927,-1.533692,0.121773,0.323993,0,0
-8.93472,?,1,-1,26.066596,1.1892,1.242278,-1.12061,0.939203,0.035676,0.214321,9.291159,-0.081862,?,?,0.248754,4.020038,-0.76059,0.038241,0.160088,1,-11.189882,0.038363,0.038363,-9.289978,-2.310918,-0.932354,1,-0.892371,0,703.496127,3.015044,?,2.207439,0.355258,9.291159,0.088372,?,?,-8.93472,1,0
0.167869,0.148238,0.501235,1,0.716576,0.919275,0.947774,4.772946,0.386298,0.027607,0.532942,0.874694,0.097388,0.798582,20.878287,0.688992,1.451396,0.102637,-0.435814,0.055115,0,0.037182,1.395525,0.734788,0.257796,0.199809,0.040891,0,0.143257,123.877489,97.581215,0.681867,0.526523,3.434619,-0.141701,0.874694,-0.070994,2.156202,0.140694,0.167869,1,0
-0.004004,0.259246,0.982474,1,1.004895,1.008242,0.996139,4.910247,0.090524,0.011976,0.907712,0.892614,0.119875,0.231809,0.558877,0.193422,5.170051,0.112413,0.979559,0.018838,0,0.022249,0.995129,0.967746,-0.372828,-0.068563,0.035404,0,0.120305,19.677601,33.967834,0.414482,0.061873,4.85305,0.191859,0.892614,0.03711,0.086173,0.118392,-0.004004,1,0
0.426983,?,0.716749,1,0.478881,0.870844,0.880293,1.049838,0.314882,0,0.53766,0.512156,0.053505,0.357752,1.901909,2.594849,0.385379,0.027403,0.73925,0.215927,0,-0.705333,2.088202,1.810096,0.230957,0.051048,0.016965,0,0.952528,17.054563,0,0.165443,0.034775,2.925111,0.170735,0.512156,0.297161,-1.316577,-0.244569,0.426983,1,0
0.400588,0.13869,0.458112,1,0.278486,0.920589,0.89567,0.558835,0.366416,0.011923,0.548584,0.358495,0.32925,0.565561,0.82925,1.216901,0.82176,0.110598,0.664535,0.18657,0,0.482402,3.590849,2.258857,0.171712,0.200626,0.097947,0,1.789438,73.3383,50.990181,0.396451,0.14749,4.416244,0.175882,0.358495,0.21403,0.105915,0.194748,0.400588,1,0
0.355689,0,1,1,0.158434,0.681519,0.724512,0.071826,0.372584,0,0.280332,0.067011,7.155658,0.38042,0.84047,0.581507,1.723477,0.479278,2.237828,0.357418,0,0.652766,6.394578,7.641499,0.086396,0.132299,0.246477,0,13.928026,10.227986,0,1.075658,0.264794,2.663562,0.251256,0.067011,0.159193,-0.280531,-0.172568,0.355689,1,0
0.326535,0.383213,0.848419,1,0.60232,0.95753,0.94102,1.31059,0.163361,0.006557,0.787218,0.56721,0.299126,0.327316,-2.826124,0.196582,5.086925,0.200152,1.769469,0.019264,0,0.169856,1.660248,1.598,-0.347947,-0.072357,0.120138,0,0.763015,7.996216,26.146236,0.9329,0.292382,4.174531,0.645863,0.56721,0.113053,-0.570914,0.089591,0.326535,0,0
-10251.16143,0,1,1,10252.16143,1.362511,0.316087,-1.000098,0.908464,0.206015,0.248032,10252.16143,0,0.849894,?,0.479609,2.085033,0,0.509146,0.059176,0,-17588.68763,0.000098,0.000098,0,-0.365647,0,1,-0.999902,12.150775,209.11862,0,122.939434,-1.421716,0.483815,10252.16143,0.372299,1966.026855,?,-10251.16143,1,0
0.643739,0.145037,0.76906,0,0.218393,1.314624,1.645538,0.305284,1.075043,0.142081,0.084745,0.233883,0.580235,0.15254,0.997629,0.839222,1.244901,0.092783,3.526636,0.222057,0.5,0.637515,4.578909,3.521457,0.095938,0.088149,0.063319,0,3.27564,32.553116,0,0.65474,0.075371,2.760037,0.501528,0.233883,0.406817,1.394478,0.40663,0.643739,1,0
-0.273737,?,0.992394,-1,1.34308,1.051718,1.059284,0.737913,0.120596,0.018363,0.912759,1.115775,-0.179281,1.110853,-0.362365,0.185202,6.256272,-0.2322,0.765149,0.026654,1,-0.189844,0.811963,0.82381,-0.892469,-0.180377,-0.331418,0.5,-0.042198,3.643987,47.815107,-0.447596,-1.101329,4.858427,0.618732,1.115775,0.108317,-0.553378,1.527131,-0.273737,1,0
0.823906,?,1,1,0.100423,?,46.849973,0.101292,?,?,?,0.091976,1.719814,0.309013,?,?,?,0.158181,9.95787,?,0,0.908024,9.95787,9.95787,-0.091976,?,0.142406,0,9.872445,?,?,0.50752,0.15683,3.074631,0.915881,0.091976,?,-1,?,0.823906,1,0
0.056803,0.485667,0.750743,1,0.891416,1.009454,1.001304,1.90468,0.121772,0.008791,0.878322,0.655728,0.035741,0.097039,7.079013,0.305785,3.270268,0.024459,1.478135,0.089769,0,0.292058,1.12181,1.045754,-0.15836,-0.043639,0.011634,0,0.525023,36.777466,27.169541,0.477873,0.035843,4.47435,0.235623,0.655728,0.064828,-0.319484,0.141612,0.056803,1,0
-0.100711,0.455119,0.966755,1,1.114922,0.949426,0.945258,-4.379446,0.082665,0.029619,0.834857,1.016648,0.290667,1.722511,-15.026208,0.158714,6.300639,0.268143,0.269286,0.011741,0,-0.151396,0.896924,0.905644,-0.246753,-0.03898,0.13016,1,-0.016375,37.496749,30.582412,0.639894,1.424024,4.310105,0.066742,1.016648,0.013015,-2.581283,0.112214,-0.100711,1,0
0.41081,0.019746,1,1,0.472692,1.214048,1.181828,0.599873,0.788023,0,0.374124,0.37495,0.276251,0.057385,15.679832,0.436827,2.289234,0.092336,0.014011,0.082101,0,0.465637,2.115544,2.115544,0.498683,0.246693,0.068204,0,1.66702,46.190041,0,1.876908,0.102446,2.972769,0.005124,0.37495,0.002087,-1.001506,-0.016368,0.41081,1,0
-0.117692,0.065633,1,-1,1.243264,1.021262,1.017307,1.089718,0.290399,0.010698,0.741812,0.521467,-0.008083,0.00631,-3.250538,0.417963,2.392556,-0.004204,0.617504,0.214828,1,0.316349,0.804334,0.804334,-0.090658,-0.037892,-0.015806,0,0.917669,22.262537,70.481569,0.690038,-0.032938,3.324329,0.190003,0.521467,0.091273,-1.011199,0.042064,-0.117692,1,0
0.107103,0.23889,0.980232,1,0.850085,0.861655,0.868512,1.336991,0.675532,0,0.148261,0.572099,1.493413,0.52111,-22.015834,0.280178,3.569157,0.923613,0.040578,0.089389,0,0.337588,1.176353,1.145658,0.093194,0.017467,0.6454,0,0.747948,28.428232,0,3.197664,1.508295,3.171654,0.004177,0.572099,0.000849,0.082193,-0.002087,0.107103,1,0
-0.220923,0.179538,0.254136,-1,1.453814,0.938109,0.961697,-1.505413,0.511597,0.158567,0.292843,2.979671,-0.023547,?,2.707798,0.973031,1.318073,-0.094904,0.181503,0.360715,1,-2.01983,0.687867,0.151587,-0.289548,-0.168673,-0.159709,1,-0.664311,118.806674,118.483374,0.4956,?,3.599558,0.058272,2.979671,0.03418,-0.663548,0.251141,-0.220923,1,0
0.038314,0.157726,1,1,0.945356,0.943908,0.938287,1.82996,0.124671,0.000407,0.824423,0.646638,0.18408,0.219125,1.07528,0.194075,5.152634,0.133856,1.257421,0.05661,0,0.162306,1.057803,1.057803,-0.171635,-0.028084,0.069501,0,0.54646,13.795097,7.865474,0.70361,0.156706,4.407954,0.365033,0.646638,0.059729,0.219937,0.195994,0.038314,1,0
-0.07289,0.220236,0.84086,-1,1.147495,0.971035,0.967121,2.014849,0.251868,0.026116,0.667332,0.990496,-0.116536,0.111946,-3.639837,0.147561,6.779329,-0.122607,-0.031188,0.011695,1,-0.087302,0.891491,0.685195,-0.157425,-0.043208,-0.153823,0.5,0.0141,22.207265,39.786334,1.311105,0.156649,3.812243,-0.016845,0.990496,-0.002343,-1.620198,0.445129,-0.07289,0,0
0.209089,0.117562,1,1,0.775433,0.933631,0.840427,2.596973,0.252476,0.040603,0.607681,0.721988,0.25231,0.54286,-7.340552,0.645875,1.548288,0.184176,2.858564,0.038929,0,0.222029,1.289602,1.289602,0.00482,0.003113,0.150969,0,0.385064,128.294838,90.766284,0.655627,0.376582,3.476812,0.456753,0.721988,0.308656,-0.374826,0.032053,0.209089,1,0
0.257375,0.362712,0.551026,1,0.559809,0.990344,0.97606,1.587215,0.136406,0.007319,0.848589,0.613484,0.120776,0.255167,-8.442637,0.409832,2.440026,0.077251,15.473451,0.046382,0,0.314677,1.786323,1.35791,-0.020818,-0.007242,0.027639,0,0.630034,25.514195,23.197867,0.360644,0.071509,5.401324,0.346066,0.613484,0.101615,-0.268385,0.08015,0.257375,0,0
-0.429437,6.511741,0.85051,1,2.030774,0.992927,0.99733,3.354997,0.19145,0.020256,0.789486,0.770379,0.151359,0.218243,-6.960978,0.205569,4.864552,0.084775,0.324785,0.066389,0,0.146104,0.492423,0.59764,-0.458014,-0.08457,0.021184,0,0.298063,13.11579,0,0.945282,0.048156,3.8521,0.133695,0.770379,0.027484,-1.411511,0.122946,-0.429437,1,0
0.604358,6.166944,0.79973,1,0.278843,0.86783,0.842553,0.426352,0.189122,0.017924,0.633058,0.298911,1.60392,0.668156,0.079606,0.441095,2.267086,0.476079,7.618349,0.038062,0,0.597902,3.58625,2.898965,-0.04641,-0.020471,0.433127,0,2.34548,17.047569,29.729311,0.811416,0.550917,4.595122,0.667402,0.298911,0.281501,0.06348,0.279032,0.604358,1,0
0.02917,2.347524,1,1,0.961639,0.803925,0.83158,1.889306,0.093361,0.052271,0.588059,0.719634,0.334328,1.612949,-0.637416,0.331021,?,0.29041,1,0.047168,0,0.068703,1.010761,1.010761,-0.107173,-0.045732,0.123916,0,0.401288,38.976261,0,0.685323,0.839475,3.33489,0.169983,0.719634,0.055754,-1.559631,0.160384,0.02917,1,0
0.080206,0.062919,1,1,0.915652,0.986479,0.984756,6.73379,0.208801,0,0.787907,0.870697,-0.039875,0.437224,-6.366455,0.549624,1.819426,-0.034719,-0.472591,0.013015,0,0.04074,1.092117,1.092117,0.140833,0.079557,-0.060046,0,0.148505,142.827576,94.020715,0.302471,-0.464385,3.336627,-0.066556,0.870697,-0.037598,-4.490947,0.193951,0.080206,1,0
0.44315,0.490693,0.699263,1,0.39892,0.935017,0.938641,1.169287,0.181847,0.011435,0.744359,0.539019,0.267108,0.249537,-4.875629,0.335628,2.979492,0.104896,3.615681,0.03766,0,0.121071,2.506766,1.511297,-0.113589,-0.034844,0.073147,0,0.855222,15.101286,23.037106,0.610057,0.152232,4.146878,0.487866,0.539019,0.169804,-0.182496,0.149074,0.44315,1,0
0.068962,0.01565,0.72964,1,0.731365,0.906608,0.895072,0.388331,0.042843,0,0.863765,0.279711,0.051759,1.076035,-0.527988,5.165193,0.193604,0.011411,0.103854,3.951309,0,0.611106,1.367307,1.008622,0.034195,0.153492,0.009222,0,2.575121,32.492292,39.159305,0.01376,0.01183,4.92733,0.01387,0.279711,0.08402,0.036862,0.200926,0.068962,1,0
-2.097714,0.692945,1,-1,32.366289,1.920265,2.556887,-1.884681,1.348636,0.421437,0.142192,2.130351,-0.495522,?,-0.966727,0.937372,1.066813,-1.071326,0.029742,0.958954,0,-1.201546,0.030896,0.030896,-2.130351,-1.691587,-1.319202,1,-0.530594,0,0,0.752666,?,1.99552,0.064303,2.130351,0.047545,-0.718052,0.126049,-2.097714,1,0
0.197348,0.072408,1,1,0.56237,0.87254,0.868451,0.413077,0.735566,0,0.197204,0.292325,0.324628,0.051803,1.199857,0.471418,2.121261,0.089717,0.351229,0.230371,0,0.058124,1.778187,1.737568,0.077101,0.029783,0.063775,0,2.420854,14.574781,1.739323,1.66685,0.086348,2.854861,0.128941,0.292325,0.047793,-1.34267,0.255185,0.197348,1,0
0.609274,0.471904,0.475064,1,0.310739,1.004749,1.000923,1.376741,0.46661,0,0.52211,0.578427,0.160539,0.075162,-0.513224,0.379758,2.633253,0.092676,5.787619,0.029621,0,0.068602,3.218971,1.725175,-0.160659,-0.03392,0.028167,0,0.730633,9.239958,24.879203,1.193852,0.06061,2.928468,0.777425,0.578427,0.26393,-0.744791,0.01995,0.609274,1,0
0.407867,0.009879,1,1,0.559034,0.694869,0.694869,0.817592,0.572316,0,0.018451,0.493006,0.235192,0.626124,0.737512,1.460093,0.684888,0.105794,0.496814,0.089352,0,0.367127,1.788799,1.788799,0.199995,0.375264,0.058463,0,1.028372,380.693375,0,0.477326,0.529762,3.519296,0.129062,0.493006,0.019456,0.560572,0.145435,0.407867,1,0
-0.466114,0.482881,0.856445,1,3.545564,0.935171,0.95965,5.659582,0.119154,0.080483,0.713349,0.84984,0.15172,0.610418,3.886216,0.305196,3.276585,0.12358,0.115948,0.234493,0,0.060822,0.282043,0.268331,-0.286239,-0.114961,0.065197,0,0.176691,10.578585,28.730071,0.575856,0.351513,4.413726,0.090854,0.84984,0.022134,1.00091,0.192575,-0.466114,0,0
0.309376,0.028112,1,0,0.629918,0.964554,0.95002,0.635129,0.46248,0,0.615451,0.45689,0,0.305289,-0.617539,2.719734,0.367683,0,0.580481,0.262391,0,-0.316065,1.587508,1.539151,-0.073339,0.029962,-0.001755,0,1.188711,0,15.875967,0,-0.001094,3.285564,0.396909,0.45689,1.079486,-1,0.899874,0.309376,1,0
0.242636,?,1,?,0.272677,?,0.071531,0.100068,?,?,?,0.090965,-513.078255,1.061698,?,?,?,-46.672327,3.667346,?,?,0.687609,3.667346,3.667346,-0.090965,?,-46.672327,0,9.993201,?,?,-48.359098,-51.342736,2.465282,0.333601,0.090965,?,?,?,0.242636,1,0
0.189275,0.8261,1,1,0.678692,0.651996,0.752887,0.774294,0.538149,0.043244,0.151655,0.552785,1.144261,0.370908,-0.311625,0.478509,2.089826,0.545192,0.579527,0.237082,0,0.175382,1.473423,1.200836,-0.238715,-0.134384,0.163239,0,0.80902,20.933222,0,1.649479,0.433679,2.49821,0.237489,0.552785,0.095856,-0.318415,0.39489,0.189275,1,0
0.959271,?,1,?,0.005793,?,0,0.005621,?,?,?,0.00559,-24.713406,5.728954,?,?,?,-0.13814,172.614473,?,?,0.01619,172.614473,172.614473,-0.00559,?,-0.147511,0,177.901022,?,?,-0.025893,-0.14834,4.738799,0.96486,0.00559,?,?,?,0.959271,1,0
1,?,?,?,0,?,?,0,?,?,?,0,?,?,?,?,?,0,?,?,0,0,?,?,0,?,0,0,?,?,?,0,0,1.965495,1,0,?,?,?,1,1,0
0.490663,0.013552,0.754685,-1,0.369616,0.96809,0.961322,0.673393,0.41684,0.001275,0.555538,0.402412,0.024704,0.003814,-2.352818,0.533373,1.874862,0.009809,0.111804,0.050662,0,0.281905,2.705514,2.225257,0.434691,0.241263,0.000662,0,1.485016,147.386601,63.454932,0.706225,0.001108,3.28765,0.055972,0.402412,0.03049,-0.256774,0.094282,0.490663,1,0
0.375184,0.001683,1,-1,0.525076,1.137122,1.073559,0.743206,0.397451,0,0.687769,0.418122,-0.003852,-0.021815,2.23983,0.37514,2.665674,-0.001877,2.084345,0.119604,0,-0.184706,1.9419,1.9419,-0.12936,-0.091083,-0.044462,0,1.458946,12.245407,0,0.494758,-0.151562,3.10506,0.520457,0.418122,0.139181,0.212904,0.550043,0.375184,1,0
0.716048,0.203839,1,1,0.283952,0.503835,0.507678,0.396554,0.268106,0.051588,0.202784,0.283952,2.597156,0.877042,3.328131,0.214649,4.658767,0.689597,12.318067,0,0,-0.077742,3.026194,2.226662,-0.043192,-0.021544,0.51468,0,1.226662,0,0,1.850066,0.934257,2.185151,0.781827,0.283952,0.175243,-0.81478,-0.189163,0.716048,1,0
-0.0193,0.02564,0.373035,1,1.114073,0.940351,0.938323,1.503093,0.297343,0.000425,0.622105,0.705897,0.195884,0.431453,38.80755,0.397287,2.555634,0.138274,0.128429,0.121995,0,0.180182,0.871068,0.477574,0.02939,0.014738,0.100431,0,0.416637,19.512358,17.711242,0.608278,0.37792,4.634087,0.00896,0.705897,0.01147,2.825141,0.08028,-0.0193,1,0
-0.223081,0.339072,0.825806,-1,1.931512,0.973336,1.06942,2.749909,0.176359,0.009697,0.724331,0.733327,0.117944,-0.053601,-2.880748,0.877904,1.139076,0.091656,-0.676986,0.534517,0,0.112624,0.517729,0.484125,-0.141421,-0.112033,-0.013672,0,0.363648,35.090291,61.709101,0.511898,-0.027438,4.867342,-0.09574,0.733327,-0.075845,-1.280085,0.161378,-0.223081,0,0
0.439417,0.05481,1,1,0.275608,0.829687,0.807442,0.272608,0.31827,0,0.542509,0.214212,2.443271,0.411483,4.490176,0.476652,2.097965,0.532633,6.631439,0.108688,0,0.579361,3.628346,3.628346,-0.07442,-0.058621,0.389647,0,3.668271,7.404455,22.552682,1.236165,0.551533,3.651293,0.50296,0.214212,0.315216,0.267037,0.01973,0.439417,1,0
0.623513,0,1,1,0.365926,0.456483,0.465856,0.61013,0.098246,0.199717,0.15852,0.358414,0.503686,0.895899,1,3.504356,0.300792,0.145283,3.784131,0.054159,0,0.469468,3.059925,3.067369,-0.066239,-0.091279,0.099171,0,2.108637,359.18064,0,0.172409,0.149807,3.589558,0.689752,0.358414,2.179253,-1,-1,0.623513,1,0
-0.349956,0.108412,1,1,2.684404,1.341703,1.507354,2.088533,0.872675,0,0.513875,0.676222,0.417272,0.308146,-1.637732,1.421161,0.734823,0.283225,0.0188,1.150671,0,0.003266,0.372522,0.289049,-0.214559,-0.493962,0.09454,0,0.478805,34.543759,0,0.93752,0.294292,3.040125,-0.058197,0.676222,0.024424,-0.440666,0.894321,-0.349956,1,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0
0.921536,0,1,1,0.074781,0.911937,0.817222,0.103119,0.120079,0,0.828769,0.09348,1.16943,1.464595,-3.736811,1.390416,0.719209,0.161735,12.006869,0.009932,0,0.87884,12.005647,12.005647,-0.074475,-0.104361,0.107238,0,7.62613,0,0,0.065315,0.118296,3.963641,0.992873,0.09348,1.372829,-0.63642,0.17014,0.921536,1,0
0.033374,0.959493,1,-1,0.936422,1.046277,1.047848,0.749195,0.220074,0,0.776077,0.491553,0.050291,-0.695717,6.567141,0.235967,4.237886,0.046212,1.12355,0.046317,0,0.109454,1.067894,1.667821,-0.30637,-0.08047,-0.120535,0,1.034368,9.525146,26.803303,1.266072,-0.706263,2.632146,0.303494,0.491553,0.076379,-0.77738,-0.053849,0.033374,1,0
0.393166,0.080368,0.321982,1,0.311742,1.021592,0.927876,0.827056,0.471513,0.003447,0.667657,0.452672,0.067847,1.270475,0.145055,7.412149,0.134914,0.041896,5.103087,1.820681,0,0.112795,3.207779,1.168164,0.081186,0.40801,0.025262,0,1.209107,223.589677,43.891578,0.048957,0.066046,5.963061,0.362317,0.452672,2.249103,-0.859391,0.15536,0.393166,0,0
0.454342,0.198093,0.835814,1,0.321126,1.023633,0.995949,0.341055,0.205089,0.006064,0.781291,0.254318,0.248638,0.150431,-18.804562,0.384279,2.602274,0.063334,5.464917,0.116607,0,0.588869,3.11404,2.627385,0.06345,0.024382,0.058915,0,2.93208,21.068689,15.291626,0.55505,0.078931,3.802089,0.477927,0.254318,0.165297,-0.706311,0.097311,0.454342,1,0
0.236884,0.163912,0.770356,?,0.617001,?,4.016007,0.98166,?,?,?,0.495373,119.458045,2.071789,?,?,?,59.176243,0.777624,?,?,0.110538,1.620744,1.24855,0.133259,?,58.773191,0,1.018682,?,?,56.21639,116.46849,2.436765,0.103625,0.495373,?,?,?,0.236884,1,0
0.246637,0.001859,0.473184,1,0.572765,0.954891,0.941526,2.778705,0.124046,0.019089,0.801904,0.735359,0.02282,0.02847,-0.092629,0.324861,3.078238,0.018942,3.330098,0.015355,0,0.029395,1.745918,1.27994,0.006376,0.001635,0.005266,0,0.35988,27.11044,25.991284,0.380097,0.014734,5.937676,0.327693,0.735359,0.065992,0.666238,0.117156,0.246637,1,0
0.033006,0.175422,0.828241,1,0.895152,0.974705,0.973218,0.443985,0.14348,0.016171,0.819346,0.307472,0.363789,0.371471,1.175671,0.613542,1.629882,0.103769,2.016213,0.392403,0,0.147208,1.117129,1.129115,-0.001251,-0.001157,0.081409,0,2.252331,24.429865,24.471561,0.311151,0.109893,4.692238,0.031583,0.307472,0.029227,-0.164029,0.01423,0.033006,1,0
0.105174,0.172425,0.971752,1,0.849627,0.875631,0.87668,1.26424,0.491592,0.038512,0.36714,0.558351,0.507429,0.161033,-4.524274,0.314478,3.179874,0.25914,1.139033,0.23884,0,0.283384,1.176987,1.148981,0.008502,0.013931,0.099833,0,0.790989,3.875019,11.862044,1.275099,0.246045,4.547315,0.114378,0.558351,0.035704,-1.061571,0.572366,0.105174,1,0
-0.415741,0,1,1,1.415741,0.711778,0.721451,-3.064847,0.853404,0,0,1.415741,0.178757,-0.187282,1,0.973715,0.7112,0.356265,0.706344,0.027314,0,-1.557957,0.49225,0.420175,-0.408147,-0.62088,0.276491,1,-0.293656,0,0,0.958813,0.737892,2.458059,0.350302,1.415741,0.503752,-1,-0.725018,-0.415741,1,0
0.082975,0.263198,0.665896,1,0.781515,0.750674,0.725988,0.773323,0.378858,0.044743,0.341838,0.499277,1.500251,0.391792,5.100372,0.383448,2.607913,0.543988,0.043349,0.099278,0,0.039877,1.279565,1.319028,-0.03108,-0.011452,0.362267,0,1.002896,9.536697,29.28296,1.448769,0.612819,4.448437,0.022164,0.499277,0.080152,-0.159311,0.08928,0.082975,0,0
-0.12498,0,0.763234,1,1.399451,0.689953,0.684353,1.772408,0.164982,0.000993,0.550887,0.849736,0.140121,1.810679,-0.102858,0.339917,2.941895,0.150804,0.055362,0.021064,0,-0.07844,0.714566,0.418904,-0.182962,-0.063978,0.150804,0,0.176835,27.702266,13.921779,0.630884,0.519956,3.670099,0.086499,0.849736,0.007265,-0.474604,0.245418,-0.12498,1,0
0,0.700179,1,1,1,0.979545,0.97415,0.648436,0.24979,0.008149,0.821708,0.500369,0.349199,0.60904,-8.004925,0.362516,2.782395,0.207868,1,0.207896,0,0.413797,1,1.153221,-0.406838,-0.085428,0.151568,0,0.998527,7.44906,31.682338,0.69293,0.300497,3.831264,0.253201,0.500369,0.108684,-1.030265,0.128704,0,1,0
-0.033446,0.758623,0.517883,1,1.067131,0.951221,0.906186,1.070792,0.049151,0,0.744999,0.558213,0.040432,0.48698,1.496303,0.417832,1.56463,0.020907,0.117442,0.027571,0,0.425979,0.937092,0.960581,-0.045316,0.004123,0.003946,0,0.791429,4.886723,1.378277,0.10422,0.005103,4.008818,0.013838,0.558213,0.0076,-1.050147,-0.153978,-0.033446,1,0
0.133485,0.004262,0.961685,1,0.852197,0.715123,0.695666,2.664896,0.220144,0.058402,0.448932,0.727141,1.291086,1.322934,1.066382,0.204539,4.889046,1.188481,1.248363,0.004614,0,0.165202,1.173438,1.203474,-0.530203,-0.080962,0.798154,0,0.375249,3.561773,31.169093,1.998809,2.634888,4.83773,0.702125,0.727141,0.131222,0.291391,0.224298,0.133485,1,0
0.00867,0.490924,1,2.714741,0.987297,0.920876,0.932263,2.451758,0.128356,0.01442,0.792425,0.710293,0.072082,-0.090993,-2.890923,0.419127,2.38591,0.049298,0.912599,0.112167,0,0.078967,1.012867,1.111389,-0.199275,-0.050328,0.013527,0,0.407871,55.731117,30.510969,0.409233,0.056712,4.062022,0.132994,0.710293,0.034317,-0.77797,0.097597,0.00867,1,0
0.283059,0.371437,0.86116,1,0.68772,1.00587,0.999955,1.459657,0.2795,0.027194,0.684055,0.593439,0.42216,0.182962,-0.669015,0.277292,3.606309,0.236455,1.965613,0.032038,0,0.239532,1.454081,1.266825,-0.242144,-0.053024,0.127452,0,0.685093,6.408233,17.24721,1.130065,0.206759,3.972889,0.297994,0.593439,0.085056,-0.139195,0.035172,0.283059,1,0
0.205583,0.132782,0.988031,1,0.317605,4.308181,3.636398,0.126657,3.372789,0.042917,0.790516,0.112418,0.755753,0.196202,0.158134,8.286749,0.120675,0.069063,3.267654,5.514175,0,0.155673,3.148569,3.022717,0.044995,0.401142,0.064519,0,7.895353,19.477622,70.609035,0.417227,0.070933,4.31027,0.161576,0.112418,1.310793,0.105974,0.226573,0.205583,1,0
